[2025-06-21 22:02:58.172] [info]  No state version found, assuming empty state.
[2025-06-21 22:02:58.386] [info]  Coredumps are disabled in renderer process
[2025-06-21 22:02:59.237] [info]  SSH agent started
[2025-06-21 22:02:59.241] [info]  State version: 70
[2025-06-21 22:03:00.060] [info]  Self-host environment did not respond in time, emitting previous config.
[2025-06-21 22:09:20.899] [info]  Retrieving application id
[2025-06-21 22:09:28.193] [info]  [KeyService] Deriving master key took 116ms
[2025-06-21 22:09:28.197] [info]  Retrieving application id
[2025-06-21 22:09:28.901] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.912] [info]  Error: DBus error service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.917] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.918] [error] SetAccessToken: storing encrypted access token in secure storage failed. Falling back to disk storage. Error: New Access token key unable to be retrieved from secure storage.
[2025-06-21 22:09:28.924] [info]  Error: DBus error service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.930] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.931] [error] SetRefreshToken: storing refresh token in secure storage failed. Falling back to disk storage. Error: Refresh token failed to save to secure storage.
[2025-06-21 22:09:28.984] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.985] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.990] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:28.990] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.033] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.036] [info]  Error: DBus error service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.065] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.444] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.449] [info]  Error: DBus error service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.453] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.454] [error] SetAccessToken: storing encrypted access token in secure storage failed. Falling back to disk storage. Error: New Access token key unable to be retrieved from secure storage.
[2025-06-21 22:09:29.462] [info]  Error: DBus error service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.466] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
[2025-06-21 22:09:29.467] [error] SetRefreshToken: storing refresh token in secure storage failed. Falling back to disk storage. Error: Refresh token failed to save to secure storage.
[2025-06-21 22:09:29.475] [info]  Error: service error org.freedesktop.zbus.Error: The name is not activatable
